0015318983389886	3501531898335530	1527235438751276	1527757800074	14.0
0015318983415575	0511531898337574	1527235438750618	1527732854272	86.0
0015318983485614	6761531898343735	1527235438747644	1527730924659	89.0
0015318983609553	2311531898356414	1527235438746817	1527725369837	109.0
0015318983615411	2551531898357181	1527235438751118	1527736848459	25.0
0015318983922078	1441531898386089	1527235438751276	1527724440680	14.0
0015318983999532	6951531898394236	1527235438746891	1527767004316	64.0
0015318984020607	3721531898396064	1527235438746817	1527733572188	109.0
0015318984057279	0101531898399205	1527235438748829	1527737758325	103.0
0015318984153535	5061531898409806	1527235438746948	1527725685404	72.0
0015318984298580	1221531898425088	1527235438750087	1527752735403	108.0
0015318984846238	6161531898479492	1527235438750267	1527730015606	40.0
0015318985180697	1611531898513683	1527235438748225	1527771135764	29.0
0015318985364165	9651531898532201	1527235438749908	1527747767268	97.0
0115281657866956	1341528165788528	1527235438746838	1527550659758	93.0
0115281658039140	9341528165805779	1527235438749094	1527578894969	28.0
0115281658259204	6431528165827183	1527235438750543	1527598986687	98.0
0115281658538428	6811528165853865	1527235438749094	1527579429602	28.0
0115281658556228	4291528165855553	1527235438746891	1527597845248	64.0
0115281658665958	5241528165866484	1527235438751118	1527595265378	25.0
0115281658691637	2381528165868829	1527235438750711	1527591965214	25.0
0115281659741691	8021528165970525	1527235438750459	1527558110200	36.0
0115281660076852	5401528166003810	1527235438747878	1527592883457	20.0
0115281660252238	7591528166021773	1527235438751157	1527569655324	10.0
0115281660279323	3931528166024518	1527235438746891	1527569257157	64.0
0115281660359793	9651528166032146	1527235438749842	1527598281125	40.0
0115281660445405	3011528166041335	1527235438748068	1527581881546	22.0
0115281660997968	2391528166095954	1527235438749212	1527565270286	37.0
0115281661158711	2871528166112699	1527235438751281	1527562889996	94.0
0115281661796599	4991528166177220	1527235438747270	1527579727055	41.0
0115281662081834	6151528166206692	1527235438746891	1527553382601	64.0
0115318970027118	1381531897001121	1527235438747842	1527665668021	69.0
0115318970365112	5271531897034128	1527235438748795	1527668621005	98.0
0115318970838414	8171531897082083	1527235438750331	1527683933791	27.0
0115318971173014	9511531897114895	1527235438747490	1527641208310	64.0
0115318971187262	5921531897116503	1527235438746959	1527675413620	95.0
0115318971215158	7061531897118983	1527235438746817	1527648063446	109.0
0115318971500165	6161531897149615	1527235438748829	1527681247178	103.0
0115318972405694	6091531897239529	1527235438749094	1527664342595	28.0
0115318972605939	4271531897260858	1527235438747490	1527679000696	64.0
